"","SOURCEID","pscs","X","Y","CLYPPT","CLYPPT.sd","SOURCEDB","DEPTH"
"586","1976NV031305","SANDY-SKELETAL",6373323.79373746,3797545.30249424,6,6,"NASIS",NA
"587","1976NV031310","COARSE-LOAMY",6347907.09016854,3789940.95798923,10,8,"NASIS",NA
"588","1976NV031312","FINE-LOAMY",6354425.06241556,3799936.81101342,27,6,"NASIS",NA
"589","1975NV031114","FINE-SILTY",6372455.69966014,3779051.28638271,27,6,"NASIS",NA
"590","1975NV031115","FINE-LOAMY",6371678.76867698,3787637.19887142,27,6,"NASIS",NA
"591","1975NV031117","FINE",6363307.53891807,3766941.83622429,48,9,"NASIS",NA
"592","1975NV031120","COARSE-LOAMY",6360825.0102523,3759203.37923859,10,8,"NASIS",NA
"593","1976NV031279","LOAMY-SKELETAL",6382572.83407873,3784929.46405966,20,8,"NASIS",NA
"594","1976NV031284","LOAMY-SKELETAL",6362415.84057447,3786197.7262149,20,8,"NASIS",NA
"595","1976NV031286","COARSE-LOAMY",6363153.5846144,3787048.40858447,10,8,"NASIS",NA
"596","1976NV031287","COARSE-LOAMY",6362739.20539965,3787173.36645506,10,8,"NASIS",NA
"597","1976NV031288","COARSE-LOAMY",6362637.87315707,3783691.8691555,10,8,"NASIS",NA
"598","1976NV031289","COARSE-LOAMY",6363618.38204974,3784339.39346932,10,8,"NASIS",NA
"599","1976NV031290","COARSE-LOAMY",6364314.96917798,3786470.72406639,10,8,"NASIS",NA
"600","1976NV031291","COARSE-LOAMY",6365190.83071877,3790043.8384525,10,8,"NASIS",NA
"601","1976NV031292","COARSE-LOAMY",6365785.09313292,3796791.29223549,10,8,"NASIS",NA
"602","1976NV031316","COARSE-LOAMY",6361668.05035729,3783528.98339488,10,8,"NASIS",NA
"603","1976NV031330","LOAMY-SKELETAL",6363909.82626602,3784934.44385644,20,8,"NASIS",NA
"604","1976NV031318","LOAMY-SKELETAL",6361820.59321444,3787548.04737064,20,8,"NASIS",NA
"605","1976NV031319","LOAMY-SKELETAL",6361881.24072708,3787497.2224824,20,8,"NASIS",NA
"606","1976NV031320","FINE-SILTY",6362094.35935705,3784961.36330359,27,6,"NASIS",NA
"607","1976NV031321","FINE-LOAMY",6356538.41069574,3786346.78108027,27,6,"NASIS",NA
"608","1976NV031329","FINE-LOAMY",6368481.48075473,3779398.12254039,27,6,"NASIS",NA
"609","1976NV031322","CLAYEY",6349852.09191746,3785054.23965704,64,16,"NASIS",NA
"610","1975NV031010","LOAMY-SKELETAL",6350804.19281476,3786392.32200636,20,8,"NASIS",NA
"611","1975NV031012","LOAMY-SKELETAL",6349765.86054385,3783062.92107492,20,8,"NASIS",NA
"612","1975NV031013","FINE-LOAMY",6352217.97135391,3784401.73491967,27,6,"NASIS",NA
"613","1975NV031014","FINE-LOAMY",6354699.48778324,3792857.41818122,27,6,"NASIS",NA
"614","1975NV031023","FINE",6360620.7811208,3799620.29767962,48,9,"NASIS",NA
"615","1975NV031025","FINE-LOAMY",6351079.81107128,3779736.16825976,27,6,"NASIS",NA
"616","1975NV031026","FINE-LOAMY",6348410.6342883,3783311.55290462,27,6,"NASIS",NA
"617","1975NV031027","FINE-LOAMY",6352661.0261826,3783844.50768284,27,6,"NASIS",NA
"618","Nov-53","COARSE-LOAMY",6321673.47672453,3694952.86820428,10,8,"NASIS",NA
"619","1975NV031034","COARSE-LOAMY",6355295.93993931,3794531.21090533,10,8,"NASIS",NA
"620","1975NV031035","CLAYEY-SKELETAL",6353004.84316258,3791451.61732568,64,16,"NASIS",NA
"621","1975NV031036","FINE",6357131.71153615,3798920.32320005,48,9,"NASIS",NA
"622","1977NV031004","COARSE-LOAMY",6361972.38830322,3784347.75919146,10,8,"NASIS",NA
"623","1976NV031607","FINE-LOAMY",6361943.35980142,3794210.90243543,27,6,"NASIS",NA
"624","1977NV031006","FINE-SILTY",6374649.79101792,3782001.38423001,27,6,"NASIS",NA
"625","1976NV031608","FINE-LOAMY",6359134.97310035,3795580.60891831,27,6,"NASIS",NA
"626","1976NV031609","FINE-LOAMY",6363509.65180566,3779397.31977959,27,6,"NASIS",NA
"627","1976NV031610","LOAMY-SKELETAL",6372001.83995493,3784322.38398363,20,8,"NASIS",NA
"628","1976NV031611","FINE-LOAMY",6363867.89429928,3778444.16822654,27,6,"NASIS",NA
"629","1975NV031081","FINE-LOAMY",6354025.92357972,3792150.60142377,27,6,"NASIS",NA
"630","1975NV031083","FINE-SILTY",6349341.98550978,3782801.05182053,27,6,"NASIS",NA
"631","1975NV031102","CLAYEY",6351335.92847393,3784376.30591997,64,16,"NASIS",NA
"632","1976NV031293","COARSE-LOAMY",6366911.37147069,3794760.67403158,10,8,"NASIS",NA
"633","1976NV031296","COARSE-LOAMY",6358601.40862101,3794570.95629962,10,8,"NASIS",NA
"634","1976NV031297","COARSE-LOAMY",6359506.66458633,3795305.47007344,10,8,"NASIS",NA
"635","1976NV031298","COARSE-LOAMY",6358863.54562402,3793906.05529165,10,8,"NASIS",NA
"636","1976NV031299","COARSE-LOAMY",6358907.23842894,3793795.23326255,10,8,"NASIS",NA
"637","1976NV031701","COARSE-LOAMY",6357512.19329963,3789988.34239036,10,8,"NASIS",NA
"638","1976NV031602","COARSE-LOAMY",6357542.04705512,3790272.08690645,10,8,"NASIS",NA
"639","1976NV031603","FINE-LOAMY",6364625.05677914,3783028.24037239,27,6,"NASIS",NA
"640","1976NV031604","FINE-LOAMY",6364910.58222512,3793672.92096287,27,6,"NASIS",NA
"641","1976NV031605","FINE-LOAMY",6363350.79552728,3795314.47201208,27,6,"NASIS",NA
"642","1976NV031606","FINE-LOAMY",6361542.40122613,3794559.75278594,27,6,"NASIS",NA
"643","1970NV031001","FINE-LOAMY",6352278.81564776,3779730.85148806,27,6,"NASIS",NA
"644","1970NV031004","FINE-LOAMY",6360019.75814048,3777554.67866241,27,6,"NASIS",NA
"645","1970NV031005","COARSE-LOAMY",6359192.59233368,3778974.82681387,10,8,"NASIS",NA
"646","1970NV031008","FINE-LOAMY",6352854.99597347,3779556.4072647,27,6,"NASIS",NA
"647","1970NV031010","FINE",6355128.11140778,3773664.63110752,48,9,"NASIS",NA
"648","Nov-49","SANDY",6321592.71897558,3694985.45044725,6,6,"NASIS",NA
"649","02CA693-168","SANDY",6323378.00103921,3696461.38406646,6,6,"NASIS",NA
"650","1976NV031612","FINE-LOAMY",6365299.08028871,3778826.45789315,27,6,"NASIS",NA
"651","1976NV031613","FINE-LOAMY",6364354.09256807,3778037.80281925,27,6,"NASIS",NA
"652","1970NV031046","LOAMY",6357730.54517729,3769464.87426511,20,8,"NASIS",NA
"653","1970NV031047","LOAMY",6359352.97970758,3768195.85752644,20,8,"NASIS",NA
"654","1971NV031003","COARSE-LOAMY",6347652.36848903,3727143.45349196,10,8,"NASIS",NA
"655","1971NV031004","COARSE-LOAMY",6347813.15492223,3726997.62859454,10,8,"NASIS",NA
"656","EbE02502","SANDY",6321828.582481,3695132.65458335,6,6,"NASIS",NA
"657","MxF04117","LOAMY-SKELETAL",6312550.89475648,3725790.1933995,20,8,"NASIS",NA
"658","1976NV031614","FINE-LOAMY",6363220.16162032,3783809.04771856,27,6,"NASIS",NA
"659","1976NV031615","FINE-LOAMY",6363748.38780488,3784625.39396092,27,6,"NASIS",NA
"660","02CA693-169","SANDY",6321828.582481,3695132.65458335,6,6,"NASIS",NA
"661","02CA693-167","SANDY",6321757.34103132,3695296.05682055,6,6,"NASIS",NA
"662","1977NV031007","FINE",6376797.74156365,3789807.39561113,48,9,"NASIS",NA
"663","1977NV031011","FINE",6378138.77953516,3789340.89578648,48,9,"NASIS",NA
"664","1977NV031013","FINE-LOAMY",6376973.1593897,3790437.30461206,27,6,"NASIS",NA
"665","1977NV031014","FINE",6376975.21105166,3790534.19158361,48,9,"NASIS",NA
"666","1977NV031015","FINE-LOAMY",6377035.74521604,3790841.03019333,27,6,"NASIS",NA
"667","1977NV031016","FINE",6377087.92353526,3791117.88320269,48,9,"NASIS",NA
"668","1970NV031011","CLAYEY-SKELETAL",6354252.74248684,3772595.51938201,64,16,"NASIS",NA
"669","1970NV031012","CLAYEY-SKELETAL",6353846.96054418,3771059.32209103,64,16,"NASIS",NA
"670","1970NV031018","FINE-LOAMY",6353447.54713816,3779084.29112395,27,6,"NASIS",NA
"671","1970NV031020","FINE-LOAMY",6357552.82053711,3777941.14573654,27,6,"NASIS",NA
"672","1970NV031021","COARSE-LOAMY",6360090.58893064,3776200.09492192,10,8,"NASIS",NA
"673","1970NV031022","CLAYEY",6354865.13039392,3772280.46869742,64,16,"NASIS",NA
"674","1970NV031026","LOAMY-SKELETAL",6350922.65451271,3775619.42697257,20,8,"NASIS",NA
"675","1970NV031028","LOAMY",6358082.96815749,3771797.46514782,20,8,"NASIS",NA
"676","1970NV031029","FINE",6363193.73697379,3767431.10315471,48,9,"NASIS",NA
"677","1970NV031030","LOAMY-SKELETAL",6359407.12159599,3769285.03193579,20,8,"NASIS",NA
"678","1970NV031036","FINE",6359976.33269006,3768008.25206336,48,9,"NASIS",NA
"679","1970NV031037","FINE",6359936.48817065,3767955.22360658,48,9,"NASIS",NA
"680","1970NV031038","LOAMY",6359835.58391129,3768310.71599327,20,8,"NASIS",NA
"681","1970NV031039","LOAMY",6359823.28161415,3767729.19308579,20,8,"NASIS",NA
"682","1970NV031040","LOAMY",6360034.9834853,3768218.19587966,20,8,"NASIS",NA
"683","1970NV031041","FINE",6360344.3212866,3776481.32623495,48,9,"NASIS",NA
"684","1970NV031043","FINE",6363866.25121586,3768496.85495578,48,9,"NASIS",NA
"685","1971NV031005","FINE-LOAMY",6348160.51025376,3727250.83745757,27,6,"NASIS",NA
"686","1971NV031007","FINE-LOAMY",6348195.71814384,3727467.80917893,27,6,"NASIS",NA
"687","1971NV031008","FINE-LOAMY",6347904.99162318,3727327.60071409,27,6,"NASIS",NA
"688","1971NV031009","FINE-LOAMY",6348644.72983944,3728990.72350366,27,6,"NASIS",NA
"689","1971NV031010","COARSE-LOAMY",6347867.96724636,3727013.66995793,10,8,"NASIS",NA
"690","1971NV031011","COARSE-LOAMY",6346626.2950795,3729695.00209619,10,8,"NASIS",NA
"691","1971NV031012","COARSE-LOAMY",6347420.33747369,3730919.13208101,10,8,"NASIS",NA
"692","1971NV031013","SANDY",6346510.21757077,3730542.67618145,6,6,"NASIS",NA
"693","1971NV031014","SANDY",6347106.45379406,3730785.95719683,6,6,"NASIS",NA
"694","1971NV031015","SANDY",6347128.75053474,3731136.86686444,6,6,"NASIS",NA
"695","1971NV031020","FINE-LOAMY",6348492.33921863,3737651.4792888,27,6,"NASIS",NA
"696","1971NV031024","COARSE-LOAMY",6346650.44266487,3730142.88296176,10,8,"NASIS",NA
"697","1971NV031032","ASHY",6352791.0211352,3729696.52280971,6,10,"NASIS",NA
"698","1971NV031034","FINE-LOAMY",6352730.90903363,3730657.05398376,27,6,"NASIS",NA
"699","1971NV031035","FINE-LOAMY",6352765.55117579,3731686.68865949,27,6,"NASIS",NA
"700","1971NV031036","FINE-LOAMY",6351734.76918098,3732320.96887338,27,6,"NASIS",NA
"701","1971NV031038","FINE-LOAMY",6352778.89133105,3732820.23226622,27,6,"NASIS",NA
"702","1971NV031039","FINE-LOAMY",6352462.30237533,3732947.72169048,27,6,"NASIS",NA
"703","1971NV031041","COARSE-LOAMY",6354759.0591461,3741294.28289234,10,8,"NASIS",NA
"704","1972NV031041","CLAYEY",6352524.78587637,3757571.66787937,64,16,"NASIS",NA
"705","1972NV031042","FINE",6352209.6587769,3757341.49028823,48,9,"NASIS",NA
"706","1972NV031043","FINE-LOAMY",6369976.57274925,3768972.22155086,27,6,"NASIS",NA
"707","1972NV031044","FINE-LOAMY",6368848.875108,3769862.42625769,27,6,"NASIS",NA
"708","1972NV031045","FINE-LOAMY",6368979.01769001,3769790.93450009,27,6,"NASIS",NA
"709","1972NV031046","FINE-LOAMY",6369743.22159924,3769302.06841044,27,6,"NASIS",NA
"710","1972NV031047","FINE-LOAMY",6376608.83127404,3796819.05448011,27,6,"NASIS",NA
"711","1972NV031048","COARSE-LOAMY",6360731.66059766,3758418.77728815,10,8,"NASIS",NA
"712","1972NV031050","FINE",6341619.92276897,3763212.47733219,48,9,"NASIS",NA
"713","1972NV031058","FINE",6341043.67559106,3765795.54902583,48,9,"NASIS",NA
"714","1972NV031060","FINE",6340147.30601886,3761902.33701877,48,9,"NASIS",NA
"715","1972NV031062","LOAMY-SKELETAL",6343586.75302463,3763429.26784185,20,8,"NASIS",NA
"716","1972NV031063","LOAMY-SKELETAL",6343747.78592535,3762664.62358446,20,8,"NASIS",NA
"717","1972NV031064","LOAMY-SKELETAL",6345771.08243923,3762637.19877697,20,8,"NASIS",NA
"718","1972NV031066","FINE",6344898.04467931,3763812.63244763,48,9,"NASIS",NA
"719","1973NV031030","FINE",6341769.76242888,3761963.02588411,48,9,"NASIS",NA
"720","1972NV031067","FINE",6341763.5308195,3762030.0007143,48,9,"NASIS",NA
"721","1977NV031019","FINE-SILTY",6377856.62527543,3793877.46013584,27,6,"NASIS",NA
"722","1972NV031068","FINE-LOAMY",6345993.95888145,3762895.03736465,27,6,"NASIS",NA
"723","1972NV031069","FINE-LOAMY",6344042.23370025,3765048.1662273,27,6,"NASIS",NA
"724","1972NV031070","FINE-LOAMY",6345842.57219422,3762713.15600009,27,6,"NASIS",NA
"725","1972NV031071","CLAYEY",6340830.22127295,3764949.18003652,64,16,"NASIS",NA
"726","1972NV031072","CLAYEY",6345666.95432087,3763872.47738184,64,16,"NASIS",NA
"727","1972NV031075","FINE",6342684.94170917,3762986.93000391,48,9,"NASIS",NA
"728","1972NV031077","FINE",6345573.98539132,3763184.89637744,48,9,"NASIS",NA
"729","1972NV031078","FINE",6344235.44679489,3765022.10582005,48,9,"NASIS",NA
"730","1972NV031079","FINE",6344634.85579658,3763144.07838663,48,9,"NASIS",NA
"731","1972NV031080","SANDY-SKELETAL",6341140.00931894,3765603.57113981,6,6,"NASIS",NA
"732","1972NV031081","LOAMY-SKELETAL",6342132.66098863,3764944.1955959,20,8,"NASIS",NA
"733","1972NV031082","LOAMY-SKELETAL",6340960.89166557,3765234.92090887,20,8,"NASIS",NA
"734","1972NV031084","LOAMY-SKELETAL",6340814.34119089,3762578.42164177,20,8,"NASIS",NA
"735","1972NV031085","FINE-LOAMY",6341049.84773468,3762702.1735758,27,6,"NASIS",NA
"736","1972NV031086","FINE-LOAMY",6340758.38042637,3761489.01868946,27,6,"NASIS",NA
"737","1972NV031087","FINE-LOAMY",6340911.21846257,3762744.26081681,27,6,"NASIS",NA
"738","1972NV031989","FINE-LOAMY",6341564.18445247,3765507.2926845,27,6,"NASIS",NA
"739","1972NV031090","FINE-LOAMY",6340878.13525398,3764674.28688815,27,6,"NASIS",NA
"740","1972NV031091","FINE-LOAMY",6342188.28329587,3765675.75266994,27,6,"NASIS",NA
"741","1972NV031092","FINE-LOAMY",6341017.24530941,3764989.99843618,27,6,"NASIS",NA
"742","EcE02510P","FINE-LOAMY",6323729.09070969,3695839.64957348,27,6,"NASIS",NA
"743","1972NV031093","LOAMY-SKELETAL",6341947.87887261,3765000.28817669,20,8,"NASIS",NA
"744","1972NV031094","FINE-LOAMY",6340609.06141425,3761404.18486161,27,6,"NASIS",NA
"745","1972NV031095","FINE-LOAMY",6340891.23351552,3761871.71893477,27,6,"NASIS",NA
"746","1972NV031096","FINE-LOAMY",6343571.01850109,3764442.70252291,27,6,"NASIS",NA
"747","1972NV031097","ASHY",6341839.61192113,3765683.9912782,6,10,"NASIS",NA
"748","1971NV031043","FINE-LOAMY",6355146.63286014,3741242.95520757,27,6,"NASIS",NA
"749","1977NV031027","COARSE-LOAMY",6375596.59092657,3793189.87717363,10,8,"NASIS",NA
"750","1977NV031029","FINE-LOAMY",6374986.12150797,3793860.54576423,27,6,"NASIS",NA
"751","1977NV031030","FINE-LOAMY",6374837.65980277,3793775.07861492,27,6,"NASIS",NA
"752","1977NV031032","FINE-LOAMY",6377450.96839619,3794746.49570384,27,6,"NASIS",NA
"753","1977NV031034","FINE-LOAMY",6377822.99651949,3795544.99766038,27,6,"NASIS",NA
"754","1977NV031035","CLAYEY-SKELETAL",6377695.50072543,3795713.20681122,64,16,"NASIS",NA
"755","03CA729C101jbf","ASHY-SKELETAL",6376440.13698869,3625257.57606558,6,10,"NASIS",NA
"756","03CA729C103jbf","ASHY-SKELETAL",6385449.43355157,3612188.57389573,6,10,"NASIS",NA
"757","03CA729C104jbf","ASHY-SKELETAL",6385367.92099214,3612101.99645916,6,10,"NASIS",NA
"758","03CA729C105jbf","CLAYEY-SKELETAL",6373744.42636995,3615158.4133444,64,16,"NASIS",NA
"759","03CA729C106jbf","LOAMY-SKELETAL",6379162.07443269,3615914.39409044,20,8,"NASIS",NA
"760","03CA729C107jbf","LOAMY-SKELETAL",6379066.73782473,3615585.73442681,20,8,"NASIS",NA
"761","04CA729C003jbf","ASHY-SKELETAL",6382747.95480968,3617889.36780284,6,10,"NASIS",NA
"762","2004CA051001","ASHY-SKELETAL",6375005.03256933,3622243.43558012,6,10,"NASIS",NA
"763","04CA729C006jbf","ASHY-SKELETAL",6373480.05574766,3632086.07322148,6,10,"NASIS",NA
"764","EcE02513P","SANDY",6323641.2445167,3695978.1013986,6,6,"NASIS",NA
"765","EcE02516N","SANDY",6319786.55799177,3692698.84452658,6,6,"NASIS",NA
"766","EcE02517N","SANDY",6319988.97489097,3692703.5896734,6,6,"NASIS",NA
"767","02CA693-170","FINE-LOAMY",6323300.412695,3695757.53434423,27,6,"NASIS",NA
"768","EbC02515","SANDY",6321683.88006735,3693001.22398335,6,6,"NASIS",NA
"769","03CA729C013jbf","LOAMY-SKELETAL",6359935.58441491,3650723.55983051,20,8,"NASIS",NA
"770","03CA729C014jbf","LOAMY-SKELETAL",6360021.80766328,3650938.22904085,20,8,"NASIS",NA
"771","03CA729C015jbf","FINE-LOAMY",6359904.67418927,3645636.92115207,27,6,"NASIS",NA
"772","03CA729C016jbf","LOAMY-SKELETAL",6361748.18653938,3649914.86586656,20,8,"NASIS",NA
"773","03CA729C017jbf","CLAYEY",6359264.46963433,3649999.78605872,64,16,"NASIS",NA
"774","03CA729C018jbf","CLAYEY",6360429.05033812,3651979.68917831,64,16,"NASIS",NA
"775","EbC02503","SANDY",6321853.6137688,3694957.88620595,6,6,"NASIS",NA
"776","03CA729C019jbf","LOAMY-SKELETAL",6359754.94134908,3648545.02163451,20,8,"NASIS",NA
"777","03CA729C020jbf","LOAMY-SKELETAL",6359733.0111536,3648473.61828841,20,8,"NASIS",NA
"778","03CA729C021jbf","LOAMY-SKELETAL",6360218.54283845,3650354.86755494,20,8,"NASIS",NA
"779","03CA729C022jbf","LOAMY-SKELETAL",6363451.19194159,3646294.84080298,20,8,"NASIS",NA
"780","03CA729C023jbf","LOAMY-SKELETAL",6363717.01537157,3646489.25100175,20,8,"NASIS",NA
"781","03CA729C024jbf","LOAMY-SKELETAL",6360761.38806061,3651839.75286365,20,8,"NASIS",NA
"782","03CA729C025jbf","LOAMY-SKELETAL",6361240.77599341,3650073.73949133,20,8,"NASIS",NA
"783","03CA729C026jbf","LOAMY-SKELETAL",6364214.02702156,3646450.46826533,20,8,"NASIS",NA
"784","03CA729C027jbf","LOAMY-SKELETAL",6360182.54990655,3650213.0042913,20,8,"NASIS",NA
"785","03CA729C028jbf","LOAMY-SKELETAL",6365203.59728055,3644931.36442739,20,8,"NASIS",NA
"786","03CA729C029jbf","LOAMY-SKELETAL",6365102.80016254,3644821.46707976,20,8,"NASIS",NA
"787","03CA729C030jbf","LOAMY-SKELETAL",6366190.43172738,3641033.57433599,20,8,"NASIS",NA
"788","03CA729C031jbf","LOAMY-SKELETAL",6364880.62680006,3641485.19549349,20,8,"NASIS",NA
"789","03CA729C032jbf","LOAMY-SKELETAL",6364805.96304972,3640129.05910652,20,8,"NASIS",NA
"790","03CA729C033jbf","LOAMY-SKELETAL",6365017.90307589,3645858.04859915,20,8,"NASIS",NA
"791","03CA729C035jbf","LOAMY-SKELETAL",6363875.84094049,3642716.72742798,20,8,"NASIS",NA
"792","03CA729C036jbf","LOAMY-SKELETAL",6362069.98742622,3642957.77915474,20,8,"NASIS",NA
"793","03CA729C038jbf","LOAMY-SKELETAL",6365820.29689909,3639015.06133445,20,8,"NASIS",NA
"794","03CA729C039jbf","LOAMY-SKELETAL",6365889.45148485,3639195.83458524,20,8,"NASIS",NA
"795","03CA729C041jbf","LOAMY-SKELETAL",6362986.41614443,3642244.66800901,20,8,"NASIS",NA
"796","03CA729C042jbf","LOAMY-SKELETAL",6362682.1338535,3643361.88781758,20,8,"NASIS",NA
"797","03CA729C043jbf","LOAMY-SKELETAL",6364361.97183997,3642045.70705612,20,8,"NASIS",NA
"798","03CA729C044jbf","LOAMY-SKELETAL",6364935.78795449,3641229.10156531,20,8,"NASIS",NA
"799","03CA729C045jbf","CLAYEY-SKELETAL",6372472.86132876,3615903.24455369,64,16,"NASIS",NA
"800","03CA729C046jbf","CLAYEY-SKELETAL",6372465.13383646,3616501.58593887,64,16,"NASIS",NA
"801","03CA729C047jbf","LOAMY-SKELETAL",6358205.12772425,3635001.99969341,20,8,"NASIS",NA
"802","03CA729C048jbf","LOAMY-SKELETAL",6358041.53069626,3629024.64160172,20,8,"NASIS",NA
"803","03CA729C049jbf","LOAMY-SKELETAL",6356170.99170038,3629378.96730763,20,8,"NASIS",NA
"804","03CA729C050jbf","LOAMY-SKELETAL",6359947.33041629,3626786.45161927,20,8,"NASIS",NA
"805","03CA729C051jbf","LOAMY-SKELETAL",6361290.20331501,3630232.07294458,20,8,"NASIS",NA
"806","03CA729C052jbf","LOAMY-SKELETAL",6360365.1624247,3630337.67726835,20,8,"NASIS",NA
"807","03CA729C054jbf","LOAMY-SKELETAL",6346240.6033646,3600447.74142588,20,8,"NASIS",NA
"808","03CA729C057jbf","LOAMY-SKELETAL",6356418.81330647,3631871.51990908,20,8,"NASIS",NA
"809","03CA729C058jbf","LOAMY-SKELETAL",6355565.14196558,3628447.70967788,20,8,"NASIS",NA
"810","03CA729C059jbf","LOAMY-SKELETAL",6355521.42852057,3628492.9809533,20,8,"NASIS",NA
"811","03CA729C060jbf","LOAMY-SKELETAL",6355632.65105892,3628603.01804711,20,8,"NASIS",NA
"812","03CA729C061jbf","LOAMY-SKELETAL",6358270.91646949,3627342.52276437,20,8,"NASIS",NA
"813","03CA729C062jbf","LOAMY-SKELETAL",6362055.53527771,3630043.6500147,20,8,"NASIS",NA
"814","03CA729C063jbf","LOAMY-SKELETAL",6361618.34225128,3630985.4525256,20,8,"NASIS",NA
"815","03CA729C064jbf","LOAMY-SKELETAL",6361180.70795334,3635299.7112532,20,8,"NASIS",NA
"816","03CA729C065jbf","LOAMY-SKELETAL",6365175.05672757,3632116.90494441,20,8,"NASIS",NA
"817","03CA729C066jbf","LOAMY-SKELETAL",6364058.95757179,3632897.20012535,20,8,"NASIS",NA
"818","03CA729C067jbf","LOAMY-SKELETAL",6355692.69065308,3628805.92586009,20,8,"NASIS",NA
"819","03CA729C068jbf","LOAMY-SKELETAL",6355209.55704036,3628769.43568044,20,8,"NASIS",NA
"820","03CA729C069jbf","LOAMY-SKELETAL",6360312.16465786,3627496.66682703,20,8,"NASIS",NA
"821","03CA729C070jbf","LOAMY-SKELETAL",6361748.90290264,3629802.71304427,20,8,"NASIS",NA
"822","03CA729C072jbf","ASHY-SKELETAL",6377936.13556856,3620074.93077689,6,10,"NASIS",NA
"823","2003CA051001","LOAMY-SKELETAL",6377961.23325319,3619902.47365072,20,8,"NASIS",NA
"824","03CA729C075jbf","ASHY-SKELETAL",6380671.98950445,3616225.78595087,6,10,"NASIS",NA
"825","03CA729C076jbf","LOAMY-SKELETAL",6380590.07857428,3615890.00773075,20,8,"NASIS",NA
"826","03CA729C077jbf","ASHY-SKELETAL",6384548.65292123,3614128.50695477,6,10,"NASIS",NA
"827","03CA729C078jbf","ASHY-SKELETAL",6383978.6618829,3613897.9189174,6,10,"NASIS",NA
"828","03CA729C082jbf","LOAMY-SKELETAL",6340040.60085322,3613700.82232648,20,8,"NASIS",NA
"829","03CA729C083jbf","LOAMY-SKELETAL",6338988.98862606,3606619.90213243,20,8,"NASIS",NA
"830","03CA729C084jbf","SANDY-SKELETAL",6338585.95086616,3613400.29638688,6,6,"NASIS",NA
"831","03CA729C085jbf","LOAMY-SKELETAL",6338186.3934676,3614238.74672376,20,8,"NASIS",NA
"832","03CA729C086jbf","LOAMY-SKELETAL",6338383.79092806,3614326.44402618,20,8,"NASIS",NA
"833","03CA729C087jbf","LOAMY-SKELETAL",6341454.46430046,3613166.8192967,20,8,"NASIS",NA
"834","03CA729C088jbf","LOAMY-SKELETAL",6341244.68289755,3614507.0582594,20,8,"NASIS",NA
"835","03CA729C089jbf","LOAMY-SKELETAL",6337782.39263882,3611807.51861865,20,8,"NASIS",NA
"836","03CA729C090jbf","LOAMY-SKELETAL",6337609.88981881,3612111.59853531,20,8,"NASIS",NA
"837","03CA729C091jbf","COARSE-LOAMY",6339917.3469262,3613604.17028694,10,8,"NASIS",NA
"838","03CA729C092jbf","FINE-LOAMY",6353286.79442103,3622101.8554966,27,6,"NASIS",NA
"839","03CA729C093jbf","LOAMY-SKELETAL",6366634.27721619,3628562.47070672,20,8,"NASIS",NA
"840","03CA729C095jbf","LOAMY-SKELETAL",6370009.53118002,3630488.31802779,20,8,"NASIS",NA
"841","03CA729C096jbf","FINE-LOAMY",6354214.33436027,3627735.29841634,27,6,"NASIS",NA
"842","03CA729C097jbf","FINE-LOAMY",6363231.47915616,3634199.56546144,27,6,"NASIS",NA
"843","03CA729C098jbf","LOAMY-SKELETAL",6356999.91133227,3638122.58614628,20,8,"NASIS",NA
"844","04CA729C401jbf","LOAMY-SKELETAL",6374955.78757277,3630373.59878486,20,8,"NASIS",NA
"845","04CA729C402jbf","LOAMY-SKELETAL",6376365.57703903,3628175.47647228,20,8,"NASIS",NA
"846","04CA729C403jbf","LOAMY-SKELETAL",6375245.42094557,3619607.96245952,20,8,"NASIS",NA
"847","04CA729C408jbf","LOAMY-SKELETAL",6372857.90502707,3627792.17496263,20,8,"NASIS",NA
"848","04CA729C410jbf","LOAMY-SKELETAL",6372625.6415688,3626699.72402582,20,8,"NASIS",NA
"849","04CA729C411jbf","LOAMY-SKELETAL",6372688.14190956,3626989.37356519,20,8,"NASIS",NA
"850","EbC02508","SANDY",6321511.45136521,3692879.0515197,6,6,"NASIS",NA
"851","04CA729C412jbf","ASHY-SKELETAL",6372792.15376021,3626392.07342769,6,10,"NASIS",NA
"852","04CA729C414jbf","ASHY",6380283.77972037,3621659.01756019,6,10,"NASIS",NA
"853","04CA729C416jbf","LOAMY-SKELETAL",6380980.29223379,3616781.08601179,20,8,"NASIS",NA
"854","04CA729C417jbf","ASHY-SKELETAL",6381661.608023,3617924.79500659,6,10,"NASIS",NA
"855","04CA729C418jbf","ASHY-SKELETAL",6382837.65551519,3617147.83382848,6,10,"NASIS",NA
"856","04CA729C419jbf","LOAMY-SKELETAL",6371183.08251499,3614489.49772446,20,8,"NASIS",NA
"857","2004CA051002","ASHY-SKELETAL",6376359.50538157,3615184.1405267,6,10,"NASIS",NA
"858","04CA729C421jbf","ASHY-SKELETAL",6376435.1859575,3615343.59400835,6,10,"NASIS",NA
"859","04CA729C422jbf","ASHY-SKELETAL",6375757.58054295,3613988.44355288,6,10,"NASIS",NA
"860","04CA729C423jbf","ASHY-SKELETAL",6375972.15323978,3614172.44003877,6,10,"NASIS",NA
"861","04CA729C425jbf","ASHY-SKELETAL",6380670.69322421,3615238.47755393,6,10,"NASIS",NA
"862","04CA729C427jbf","ASHY-SKELETAL",6379344.35251224,3614423.7719595,6,10,"NASIS",NA
