"","SOURCEID","pscs","X","Y","CLYPPT","CLYPPT.sd","SOURCEDB","DEPTH"
"1918","2000NV029009","CLAYEY",6369192.79431517,3749725.25444869,64,16,"NASIS",NA
"1919","2000NV029010","LOAMY",6364438.96715367,3752737.96294243,20,8,"NASIS",NA
"1920","2000NV031011","FINE",6350981.99632419,3776987.36189657,48,9,"NASIS",NA
"1921","2000NV031012","LOAMY-SKELETAL",6350582.11531018,3770309.30087873,20,8,"NASIS",NA
"1922","2000NV029013","CLAYEY",6367055.63408473,3748706.45901564,64,16,"NASIS",NA
"1923","2000NV029014","CLAYEY",6366005.00991702,3749800.11253735,64,16,"NASIS",NA
"1924","2000NV029015","CLAYEY",6369417.76551997,3749723.09121035,64,16,"NASIS",NA
"1925","2000NV029016","LOAMY-SKELETAL",6370151.91099946,3753369.74477848,20,8,"NASIS",NA
"1926","2000NV029017","CLAYEY",6366166.73262275,3750564.02726373,64,16,"NASIS",NA
"1927","2000NV029018","CLAYEY",6369409.69553185,3753493.85276925,64,16,"NASIS",NA
"1928","2000NV029019","CLAYEY",6364892.55200307,3752114.80423351,64,16,"NASIS",NA
"1929","2000NV029011","FINE-LOAMY",6364554.29407391,3750029.20998225,27,6,"NASIS",NA
"1930","2000NV029020","CLAYEY",6369403.67921437,3745504.48002682,64,16,"NASIS",NA
"1931","2000NV029021","CLAYEY",6368711.41469084,3744996.27552275,64,16,"NASIS",NA
"1932","2000NV029022","CLAYEY",6369414.01650075,3749772.94046638,64,16,"NASIS",NA
"1933","2000NV029024","CLAYEY",6367187.61930223,3745353.41760961,64,16,"NASIS",NA
"1934","2000NV029025","VERY-FINE",6371428.75329781,3744121.66638158,74,12,"NASIS",NA
"1935","2000NV029026","CLAYEY-SKELETAL",6368276.73974601,3744784.83152479,64,16,"NASIS",NA
"1936","2000NV029027","CLAYEY",6367124.82251496,3744972.58498563,64,16,"NASIS",NA
"1937","2000NV029029","LOAMY",6373107.35433473,3745115.9953697,20,8,"NASIS",NA
"1938","2000NV029012","FINE-LOAMY",6365041.57562879,3750149.90201505,27,6,"NASIS",NA
"1939","2000NV029030","CLAYEY",6372370.12959784,3745660.14833056,64,16,"NASIS",NA
"1940","2000NV029031","CLAYEY",6368708.62860738,3737578.6024688,64,16,"NASIS",NA
"1941","2000NV029032","CLAYEY",6369765.57895049,3737861.53055676,64,16,"NASIS",NA
"1942","2000NV029033","LOAMY",6371261.39752046,3738098.48299702,20,8,"NASIS",NA
"1943","2000NV029035","CLAYEY",6369267.18135691,3750482.69051448,64,16,"NASIS",NA
"1944","2000NV029036","CLAYEY",6369260.41222645,3750874.54305658,64,16,"NASIS",NA
"1945","2000NV029037","LOAMY-SKELETAL",6367588.75160797,3736141.39000835,20,8,"NASIS",NA
"1946","2000NV029038","LOAMY-SKELETAL",6371262.14982715,3738692.53365662,20,8,"NASIS",NA
"1947","2000NV029045","CLAYEY",6366120.30924466,3756446.05185933,64,16,"NASIS",NA
"1948","2000NV005907","FINE-LOAMY",6339624.20625763,3700677.17856668,27,6,"NASIS",NA
"1949","2000NV005007","FINE",6346401.83765489,3697510.00095156,48,9,"NASIS",NA
"1950","2000NV005009","CLAYEY",6360792.76454694,3660512.80350053,64,16,"NASIS",NA
"1951","2000NV005010","CLAYEY",6346302.74013982,3682595.71156982,64,16,"NASIS",NA
"1952","2000NV005911","COARSE-LOAMY",6341538.98303839,3686325.98355161,10,8,"NASIS",NA
"1953","2000NV019012","LOAMY-SKELETAL",6378533.40426181,3718544.4539946,20,8,"NASIS",NA
"1954","2000NV005013","LOAMY-SKELETAL",6344621.43980726,3683650.73035299,20,8,"NASIS",NA
"1955","2000NV005015","FINE-LOAMY",6351361.04372023,3701843.21951498,27,6,"NASIS",NA
"1956","2000NV005016","FINE-SILTY",6339704.00226247,3697597.38246919,27,6,"NASIS",NA
"1957","00CA693X017jbf","LOAMY-SKELETAL",6334298.70684665,3709042.91704928,20,8,"NASIS",NA
"1958","2000NV005018","FINE",6345293.11569367,3701902.57181823,48,9,"NASIS",NA
"1959","2000NV005019","LOAMY-SKELETAL",6362741.65433365,3684533.11737623,20,8,"NASIS",NA
"1960","2000NV005022","FINE-LOAMY",6342504.21340887,3701860.72256398,27,6,"NASIS",NA
"1961","2000NV005023","LOAMY-SKELETAL",6353814.07761735,3708258.36761659,20,8,"NASIS",NA
"1962","2000NV005024","SANDY-SKELETAL",6335478.21945539,3703939.02767486,6,6,"NASIS",NA
"1963","2000NV005025","FINE-LOAMY",6357747.2920709,3701856.11690035,27,6,"NASIS",NA
"1964","2000NV005026","COARSE-LOAMY",6343160.79484966,3705499.46389356,10,8,"NASIS",NA
"1965","2000NV005027","FINE-LOAMY",6337514.0671251,3715324.87809802,27,6,"NASIS",NA
"1966","2000NV005028","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6338884.61074299,3690628.83511812,8,8,"NASIS",NA
"1967","2000NV005030","LOAMY-SKELETAL",6338613.75386936,3693667.47554111,20,8,"NASIS",NA
"1968","2000NV005031","FINE",6338197.00183013,3693532.49098823,48,9,"NASIS",NA
"1969","2000NV019032","CLAYEY",6374418.65276577,3709018.14098061,64,16,"NASIS",NA
"1970","2000NV005033","PSAMMENTS",6360708.86158717,3701431.83168913,4,8,"NASIS",NA
"1971","2000NV005035","CLAYEY",6351995.87218889,3679278.39722077,64,16,"NASIS",NA
"1972","2000NV510036","FINE-LOAMY",6354635.30953657,3717102.19781008,27,6,"NASIS",NA
"1973","2000NV031039","FINE-LOAMY",6345485.2232178,3726774.20395229,27,6,"NASIS",NA
"1974","2000NV005040","FINE-LOAMY",6344611.7936448,3694145.74626748,27,6,"NASIS",NA
"1975","00CA729X042jbf","COARSE-LOAMY",6331935.38796257,3692392.52396672,10,8,"NASIS",NA
"1976","2000NV005043","COARSE-LOAMY",6339463.19972478,3686231.64726129,10,8,"NASIS",NA
"1977","00CA729X044jbf","FINE-LOAMY",6336637.01828638,3685259.74408117,27,6,"NASIS",NA
"1978","2000NV019045","FINE",6375167.40557511,3682909.06566472,48,9,"NASIS",NA
"1979","2000NV510046","COARSE-LOAMY",6352335.89081958,3718894.48932354,10,8,"NASIS",NA
"1980","2000NV005047","COARSE-LOAMY",6351214.95882426,3704969.70111729,10,8,"NASIS",NA
"1981","2000NV005048","LOAMY",6348674.57372751,3676497.66946419,20,8,"NASIS",NA
"1982","2000NV005049","LOAMY",6352973.9901527,3693502.84718867,20,8,"NASIS",NA
"1983","2000NV019051","CLAYEY-SKELETAL",6372421.0491625,3658225.92677501,64,16,"NASIS",NA
"1984","2000NV005052","FINE",6370105.94740645,3696701.87878339,48,9,"NASIS",NA
"1985","2000NV019056","LOAMY-SKELETAL",6375881.1377279,3717121.00629222,20,8,"NASIS",NA
"1986","2000NV005058","LOAMY-SKELETAL",6370262.34642811,3699576.26610301,20,8,"NASIS",NA
"1987","2000NV005059","FINE-LOAMY",6343653.22785137,3691963.11296142,27,6,"NASIS",NA
"1988","2000NV005060","LOAMY-SKELETAL",6354565.6880832,3705500.50948152,20,8,"NASIS",NA
"1989","2000NV005061","LOAMY",6346472.41674293,3703239.9032369,20,8,"NASIS",NA
"1990","2000NV005063","LOAMY-SKELETAL",6356622.20061206,3672517.1287403,20,8,"NASIS",NA
"1991","2000NV005064","FINE-LOAMY",6346371.45942596,3691183.93101429,27,6,"NASIS",NA
"1992","2000NV005065","LOAMY-SKELETAL",6344301.60366804,3709609.22473984,20,8,"NASIS",NA
"1993","2000NV019066","LOAMY-SKELETAL",6379564.31955587,3683856.91237261,20,8,"NASIS",NA
"1994","2000NV005068","CLAYEY-SKELETAL",6371688.21042547,3689744.64503714,64,16,"NASIS",NA
"1995","2000NV005071","LOAMY-SKELETAL",6382287.80262921,3695711.91510961,20,8,"NASIS",NA
"1996","2000NV005075","FINE-LOAMY",6346743.71284833,3707771.6248324,27,6,"NASIS",NA
"1997","2000NV510076","FINE-LOAMY",6355416.50787402,3710631.67612755,27,6,"NASIS",NA
"1998","2000NV005077","FINE",6360040.10331722,3694681.74883335,48,9,"NASIS",NA
"1999","00CA729X078jbf","FINE",6335769.78008589,3686332.26929509,48,9,"NASIS",NA
"2000","2000NV005079","FINE",6359697.41859272,3687350.5309614,48,9,"NASIS",NA
"2001","2000NV005080","LOAMY-SKELETAL",6379772.08599565,3701185.1713083,20,8,"NASIS",NA
"2002","2000NV005081","COARSE-LOAMY",6338148.87729296,3709084.2090072,10,8,"NASIS",NA
"2003","2000NV031082","COARSE-LOAMY",6349833.10143902,3763802.4452854,10,8,"NASIS",NA
"2004","2000NV005083","FINE-LOAMY",6338779.81159117,3713349.74682954,27,6,"NASIS",NA
"2005","2000NV005084","FINE-LOAMY",6343143.22608111,3714247.44325488,27,6,"NASIS",NA
"2006","2000NV005085","LOAMY-SKELETAL",6343573.60197732,3689842.5514038,20,8,"NASIS",NA
"2007","2000NV005087","CLAYEY-SKELETAL",6382201.08876038,3698914.87949223,64,16,"NASIS",NA
"2008","2000NV510088","LOAMY-SKELETAL",6350420.62635339,3711344.34625396,20,8,"NASIS",NA
"2009","2000NV510880","CLAYEY",6365030.22000124,3717090.22616746,64,16,"NASIS",NA
"2010","2000NV510881","LOAMY-SKELETAL",6344371.22397201,3721055.98114307,20,8,"NASIS",NA
"2011","2000NV510883","FINE-LOAMY",6351410.72185038,3719463.89156784,27,6,"NASIS",NA
"2012","2000NV510884","FINE",6363134.80086063,3710477.39862327,48,9,"NASIS",NA
"2013","2000NV510889","FINE-LOAMY",6353746.65806718,3720259.50504997,27,6,"NASIS",NA
"2014","2000NV510890","FINE-LOAMY",6350882.91903269,3716469.90808869,27,6,"NASIS",NA
"2015","2000NV510892","FINE-LOAMY",6355754.79935795,3720146.50764548,27,6,"NASIS",NA
"2016","2000NV510893","COARSE-LOAMY",6350570.07551563,3714158.98604338,10,8,"NASIS",NA
"2017","2000NV510905","LOAMY-SKELETAL",6351234.47976027,3724001.28260617,20,8,"NASIS",NA
"2018","2000NV510907","FINE-LOAMY",6351644.98242146,3719491.23035101,27,6,"NASIS",NA
"2019","2000NV510908","COARSE-LOAMY",6348438.8261292,3714472.21762027,10,8,"NASIS",NA
"2020","2000NV510910","SANDY",6354768.09920211,3718492.02472467,6,6,"NASIS",NA
"2021","2000NV510913","FINE-LOAMY",6361841.49536542,3712550.37334966,27,6,"NASIS",NA
"2022","2000NV510914","FINE-LOAMY",6346389.93943578,3718076.66152507,27,6,"NASIS",NA
"2023","2000NV510915","COARSE-LOAMY",6345992.45939807,3728955.86220139,10,8,"NASIS",NA
"2024","2000NV510916","COARSE-LOAMY",6342784.12619023,3717437.07672697,10,8,"NASIS",NA
"2025","2000NV510092","LOAMY-SKELETAL",6344186.35793372,3720753.96179731,20,8,"NASIS",NA
"2026","2000NV510920","COARSE-LOAMY",6351113.26722029,3722022.72610333,10,8,"NASIS",NA
"2027","2000NV510922","COARSE-LOAMY",6344345.03644892,3721323.91918281,10,8,"NASIS",NA
"2028","2000NV510924","COARSE-LOAMY",6349249.81041242,3711759.6722848,10,8,"NASIS",NA
"2029","2000NV510925","FINE",6356261.59359919,3722886.58156876,48,9,"NASIS",NA
"2030","2000NV029926","FINE-LOAMY",6372757.69691708,3731192.3009232,27,6,"NASIS",NA
"2031","2000NV029927","LOAMY",6377158.87801533,3734691.99858782,20,8,"NASIS",NA
"2032","2000NV029928","LOAMY-SKELETAL",6364291.9966153,3736731.91189367,20,8,"NASIS",NA
"2033","2000NV029929","FINE",6375151.99278049,3740254.45009336,48,9,"NASIS",NA
"2034","2000NV029930","LOAMY",6373552.24911476,3734170.76073964,20,8,"NASIS",NA
"2035","2000NV029931","LOAMY",6384749.69529394,3753283.80390889,20,8,"NASIS",NA
"2036","2000NV029932","LOAMY-SKELETAL",6363324.89207147,3739587.09864247,20,8,"NASIS",NA
"2037","2000NV029933","CLAYEY",6379130.33791449,3732550.25609445,64,16,"NASIS",NA
"2038","2000NV029934","LOAMY-SKELETAL",6361394.57072399,3733796.06223387,20,8,"NASIS",NA
"2039","2000NV029935","LOAMY",6373325.84554777,3739270.77964753,20,8,"NASIS",NA
"2040","2000NV029937","LOAMY-SKELETAL",6370376.99908683,3754634.48204321,20,8,"NASIS",NA
"2041","2000NV029938","FINE-LOAMY",6365600.83731799,3736016.65591203,27,6,"NASIS",NA
"2042","2000NV029941","LOAMY-SKELETAL",6385437.4545192,3743570.32338279,20,8,"NASIS",NA
"2043","2000NV029942","LOAMY-SKELETAL",6385394.40254129,3739299.30418494,20,8,"NASIS",NA
"2044","2000NV029944","FINE",6375379.58128654,3746356.26215637,48,9,"NASIS",NA
"2045","2000NV029945","LOAMY-SKELETAL",6369931.36981747,3747231.11374194,20,8,"NASIS",NA
"2046","2000NV029946","CLAYEY",6368706.68315052,3739443.44692853,64,16,"NASIS",NA
"2047","2000NV029948","LOAMY-SKELETAL",6393929.71724956,3748528.54883193,20,8,"NASIS",NA
"2048","2000NV01993I","LOAMY-SKELETAL",6389840.51985741,3736495.94423135,20,8,"NASIS",NA
"2049","2000NV029949","FINE",6374222.93882725,3732867.88470782,48,9,"NASIS",NA
"2050","2000NV029951","SANDY",6382981.55652815,3756859.44884134,6,6,"NASIS",NA
"2051","2000NV029952","LOAMY-SKELETAL",6366699.81364336,3742802.7234204,20,8,"NASIS",NA
"2052","2000NV019933","FINE",6387833.17077686,3736762.79613849,48,9,"NASIS",NA
"2053","2000NV029956","LOAMY-SKELETAL",6387070.42946091,3755355.88375768,20,8,"NASIS",NA
"2054","2000NV029957","LOAMY-SKELETAL",6363287.75074046,3740540.37058583,20,8,"NASIS",NA
"2055","2000NV029958","FINE-LOAMY",6360591.47226628,3729260.28706947,27,6,"NASIS",NA
"2056","2000NV029959","FINE-LOAMY",6368230.58973922,3741534.1294327,27,6,"NASIS",NA
"2057","2000NV029960","LOAMY-SKELETAL",6385479.75162505,3754301.12100655,20,8,"NASIS",NA
"2058","2000NV029961","LOAMY",6364977.74449165,3739028.61197789,20,8,"NASIS",NA
"2059","2000NV029962","LOAMY-SKELETAL",6386110.56131735,3755412.76438458,20,8,"NASIS",NA
"2060","2000NV029963","LOAMY-SKELETAL",6364063.84178168,3734363.65601349,20,8,"NASIS",NA
"2061","2000NV029964","LOAMY-SKELETAL",6380093.13799838,3733498.82698983,20,8,"NASIS",NA
"2062","2000NV029940","CLAYEY-SKELETAL",6367826.01114061,3752751.815393,64,16,"NASIS",NA
"2063","1958NV005910","COARSE-LOAMY",6339559.84099087,3688686.62220581,10,8,"NASIS",NA
"2064","1958NV005912","LOAMY",6337482.78216745,3691504.84439851,20,8,"NASIS",NA
"2065","1958NV005913","FINE-LOAMY",6346437.85683634,3694898.80545509,27,6,"NASIS",NA
"2066","1958NV005914","COARSE-LOAMY",6337311.78527403,3659976.57091523,10,8,"NASIS",NA
"2067","1958NV005915","FINE-LOAMY",6339528.7918207,3692223.13512516,27,6,"NASIS",NA
"2068","1958NV005918","COARSE-LOAMY",6344175.7422952,3705975.10545156,10,8,"NASIS",NA
"2069","1958NV005919","COARSE-LOAMY",6344061.78151906,3705749.93627897,10,8,"NASIS",NA
"2070","1958NV005920","FINE-LOAMY",6341160.47495165,3704116.39617844,27,6,"NASIS",NA
"2071","1958NV005921","COARSE-LOAMY",6347722.99307286,3706667.36327138,10,8,"NASIS",NA
"2072","1958NV005010","LOAMY-SKELETAL",6344224.97656249,3709698.50703827,20,8,"NASIS",NA
"2073","1958NV005013","FINE",6345419.05609369,3702904.05421118,48,9,"NASIS",NA
"2074","1958NV005014","FINE",6345140.96335964,3703086.76520817,48,9,"NASIS",NA
"2075","1958NV005015","FINE",6347338.16822649,3708277.96073804,48,9,"NASIS",NA
"2076","1958NV005016","COARSE-LOAMY",6351272.73493169,3705085.6431619,10,8,"NASIS",NA
"2077","1958NV005917","FINE-LOAMY",6345920.42542609,3695314.00746354,27,6,"NASIS",NA
"2078","1958NV005018","COARSE-LOAMY",6348859.7005944,3709672.70089817,10,8,"NASIS",NA
"2079","1958NV005019","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6344026.72958205,3693313.5033002,8,8,"NASIS",NA
"2080","1958NV005020","LOAMY-SKELETAL",6342753.8380513,3688430.66969597,20,8,"NASIS",NA
"2081","1958NV005022","LOAMY-SKELETAL",6343548.01877869,3689201.05789656,20,8,"NASIS",NA
"2082","1958NV005040","FINE-LOAMY",6346700.15056075,3706614.8320491,27,6,"NASIS",NA
"2083","1958NV005041","SANDY-SKELETAL",6340229.06883132,3687172.15614595,6,6,"NASIS",NA
"2084","1958NV005042","FINE-LOAMY",6339884.08841948,3704337.77275781,27,6,"NASIS",NA
"2085","1958NV005050","COARSE-LOAMY",6341352.11622673,3688849.97041178,10,8,"NASIS",NA
"2086","1958NV005003","FINE",6345713.01036221,3694563.77961563,48,9,"NASIS",NA
"2087","1959NV005901","FINE",6348176.33171163,3693145.8324918,48,9,"NASIS",NA
"2088","1959NV005910","FINE",6335653.14074348,3700569.60853362,48,9,"NASIS",NA
"2089","1959NV005911","FINE",6342936.91528162,3701146.03881222,48,9,"NASIS",NA
"2090","1959NV005912","COARSE-LOAMY",6341019.7235825,3689113.21686382,10,8,"NASIS",NA
"2091","1959NV005013","FINE",6343363.34385743,3702773.12797763,48,9,"NASIS",NA
"2092","1959NV005914","FINE-LOAMY",6346404.04170881,3697704.27390467,27,6,"NASIS",NA
"2093","1959NV005015","FINE",6343229.78479408,3683284.60359512,48,9,"NASIS",NA
"2094","1959NV005017","FINE-LOAMY",6339261.55973816,3688793.51995679,27,6,"NASIS",NA
"2095","1959NV005019","FINE-LOAMY",6340727.08441477,3702555.68529921,27,6,"NASIS",NA
"2096","1959NV005921","FINE-LOAMY",6344829.54125944,3709515.22576802,27,6,"NASIS",NA
"2097","1959NV005004","FINE",6345910.49769278,3703764.89235329,48,9,"NASIS",NA
"2098","1959NV005007","FINE-LOAMY",6338837.76639253,3690644.17502391,27,6,"NASIS",NA
"2099","1959NV005008","FINE-LOAMY",6339277.41809973,3688757.58060932,27,6,"NASIS",NA
"2100","1959NV005009","LOAMY-SKELETAL",6343067.5443734,3688467.47706527,20,8,"NASIS",NA
"2101","1959NV005011","FINE-LOAMY",6348268.15480859,3701338.19619758,27,6,"NASIS",NA
"2102","1959NV005001","LOAMY",6337261.64348029,3691894.91070902,20,8,"NASIS",NA
"2103","1959NV005010","COARSE-SILTY",6347297.08095244,3709134.4894611,10,11,"NASIS",NA
"2104","1959NV005049","FINE-LOAMY",6340855.47661093,3705380.03205894,27,6,"NASIS",NA
"2105","1959NV005050","FINE-LOAMY",6347928.98011291,3702576.08169005,27,6,"NASIS",NA
"2106","1959NV005055","SANDY",6336915.15923103,3691187.63123631,6,6,"NASIS",NA
"2107","1959NV005056","SANDY",6337204.13481658,3694416.16036624,6,6,"NASIS",NA
"2108","1959NV005057","FINE-LOAMY",6340285.36985254,3702787.73766773,27,6,"NASIS",NA
"2109","1959NV005058","FINE-LOAMY",6339388.69927398,3692265.12681499,27,6,"NASIS",NA
"2110","1960CA003001","FINE-SILTY",6340893.95370246,3682620.6533882,27,6,"NASIS",NA
"2111","1960CA003010","FINE-LOAMY",6335393.0110311,3679945.59017637,27,6,"NASIS",NA
"2112","1960CA003022","COARSE-LOAMY",6336474.35392513,3678451.8692352,10,8,"NASIS",NA
"2113","1960NV031001","CLAYEY",6346891.9134502,3683721.23058759,64,16,"NASIS",NA
"2114","1960NV005001","FINE-SILTY",6345172.38266274,3709932.40856735,27,6,"NASIS",NA
"2115","1960NV005005","COARSE-LOAMY",6347083.74627004,3714365.54371791,10,8,"NASIS",NA
"2116","1960NV005006","COARSE-LOAMY",6343521.68687202,3711890.9440104,10,8,"NASIS",NA
"2117","1960NV005010","CLAYEY",6340377.8344451,3683131.09634039,64,16,"NASIS",NA
"2118","1960CA003011","COARSE-LOAMY",6340471.07586068,3681090.1421347,10,8,"NASIS",NA
"2119","1960CA003011","FINE",6340471.07586068,3681090.1421347,48,9,"NASIS",NA
"2120","1960NV005020","FINE",6343753.7338757,3682707.14654244,48,9,"NASIS",NA
"2121","1960CA003021","LOAMY-SKELETAL",6337432.41873552,3677060.39159253,20,8,"NASIS",NA
"2122","1961NV005003","SANDY",6337000.66919292,3693956.54162657,6,6,"NASIS",NA
"2123","1961NV005004","SANDY",6337680.57901329,3689300.51580194,6,6,"NASIS",NA
"2124","1969NV019002","COARSE-LOAMY",6375759.04794624,3675503.48850057,10,8,"NASIS",NA
"2125","1969NV019008","COARSE-LOAMY",6375695.94694826,3675457.12643805,10,8,"NASIS",NA
"2126","1970NV019001","FINE-LOAMY",6390398.36661437,3680627.45022378,27,6,"NASIS",NA
"2127","1970NV031902","FINE",6360149.30556828,3767910.69965086,48,9,"NASIS",NA
"2128","2012NV005901","LOAMY-SKELETAL",6361024.80597645,3678355.13089556,20,8,"NASIS",NA
"2129","2012NV005902","LOAMY-SKELETAL",6361078.4131138,3677949.84779508,20,8,"NASIS",NA
"2130","1972NV031701","LOAMY-SKELETAL",6345769.64847914,3762364.36081408,20,8,"NASIS",NA
"2131","02NV0052035","CLAYEY",6354973.89486892,3666029.03091512,64,16,"NASIS",NA
"2132","2006NV005928","FINE-LOAMY",6339293.2740689,3703162.37532594,27,6,"NASIS",NA
"2133","12CA729001-EWB","LOAMY-SKELETAL",6348002.23340224,3662959.45657718,20,8,"NASIS",NA
"2134","12CA729001-EWB","FINE-LOAMY",6348002.23340224,3662959.45657718,27,6,"NASIS",NA
"2135","12CA729002-EWB","LOAMY-SKELETAL",6338151.9288348,3624040.27833759,20,8,"NASIS",NA
"2136","2012NV031001","SANDY",6343308.435183,3740118.03001924,6,6,"NASIS",NA
"2137","12CA719001-EWB","LOAMY-SKELETAL",6314313.35744345,3764992.79116707,20,8,"NASIS",NA
"2138","12CA719002-EWB","COARSE-LOAMY",6311891.1613325,3762786.35042416,10,8,"NASIS",NA
"2139","12CA719003-EWB","LOAMY-SKELETAL",6308554.32391779,3735939.99273494,20,8,"NASIS",NA
"2140","1998NV019991","LOAMY-SKELETAL",6389437.79167333,3683519.42353881,20,8,"NASIS",NA
"2141","2012NV031901","COARSE-LOAMY",6364160.3944928,3756262.730043,10,8,"NASIS",NA
"2142","2014NV031088","LOAMY-SKELETAL",6358892.74408531,3765502.17664643,20,8,"NASIS",NA
"2143","2014NV031089","LOAMY-SKELETAL",6358885.60270121,3765512.46034444,20,8,"NASIS",NA
"2144","T06101-6","LOAMY",6240207.29360882,3602229.47632066,20,8,"NASIS",NA
"2145","2012NV510001","FINE-LOAMY",6356467.46843063,3719173.40864057,27,6,"NASIS",NA
"2146","2012NV510002","LOAMY-SKELETAL",6357021.02024032,3717806.16392319,20,8,"NASIS",NA
"2147","2012NV005002","FINE-LOAMY",6354710.65393048,3666312.30254198,27,6,"NASIS",NA
"2148","2012NV005003","LOAMY-SKELETAL",6355290.74268332,3665653.84831394,20,8,"NASIS",NA
"2149","2012NV005005","LOAMY-SKELETAL",6352401.00522406,3704726.07553712,20,8,"NASIS",NA
"2150","2012NV005006","LOAMY-SKELETAL",6353336.80032012,3702677.24824723,20,8,"NASIS",NA
"2151","2012NV005004","CLAYEY",6351793.7985969,3705422.86751591,64,16,"NASIS",NA
"2152","2012CA6302033","FINE-LOAMY",6229924.80670062,3621784.38435467,27,6,"NASIS",NA
"2153","2012CA6302034","LOAMY",6226239.80132109,3618768.4567475,20,8,"NASIS",NA
"2154","2012CA6302036","FINE",6225545.29443642,3619502.70752462,48,9,"NASIS",NA
"2155","2012CA6302037N","LOAMY-SKELETAL",6230257.99576429,3621733.96652158,20,8,"NASIS",NA
"2156","2012CA6302038N","FINE",6226879.15908842,3618503.7952364,48,9,"NASIS",NA
"2157","2012CA6302041","LOAMY",6227126.94130206,3617910.64316067,20,8,"NASIS",NA
"2158","2012CA6302042N","FINE",6226561.70914975,3618613.29238982,48,9,"NASIS",NA
"2159","2012CA6302045N","LOAMY-SKELETAL",6223989.23750711,3634127.57183792,20,8,"NASIS",NA
"2160","2012CA6302046","FINE-LOAMY",6225518.90448773,3634377.05876632,27,6,"NASIS",NA
"2161","2012CA6302047","LOAMY-SKELETAL",6225667.06627624,3634399.67116847,20,8,"NASIS",NA
"2162","2012CA6302049N","LOAMY",6233211.29187505,3625910.22346197,20,8,"NASIS",NA
"2163","2012CA6302050N","LOAMY",6232820.35589028,3626473.09730827,20,8,"NASIS",NA
"2164","2012CA6302051N","LOAMY-SKELETAL",6232570.74268398,3626557.4739747,20,8,"NASIS",NA
"2165","2012CA6302052N","LOAMY",6232111.45191372,3626693.44088216,20,8,"NASIS",NA
"2166","2012CA6302053N","LOAMY",6225485.0004372,3618450.69065403,20,8,"NASIS",NA
"2167","2012CA6302054","LOAMY",6225630.37069827,3618377.8383016,20,8,"NASIS",NA
"2168","2012CA6302100","LOAMY-SKELETAL",6266707.89503085,3625007.85158762,20,8,"NASIS",NA
"2169","2012CA6302101","LOAMY-SKELETAL",6267159.02044962,3625596.38127703,20,8,"NASIS",NA
"2170","1986CA077001","FINE-LOAMY",6206688.24857638,3636724.807916,27,6,"NASIS",NA
